6.365164518356323242e-01,9.797673225402832031e+00,1.146385259926319122e-02,2.168909454345703125e+01
1.162997558712959290e-01,9.003757476806640625e+00,1.535489410161972046e-02,1.957746315002441406e+01
1.662728786468505859e-01,9.087647438049316406e+00,6.489871535450220108e-03,2.028617095947265625e+01
6.882426142692565918e-01,9.656015396118164062e+00,8.996591903269290924e-03,2.138748741149902344e+01
1.991329528391361237e-02,8.807222366333007812e+00,8.106966502964496613e-03,1.948875999450683594e+01
6.391062736511230469e-01,9.223058700561523438e+00,5.833461415022611618e-03,2.068133354187011719e+01
4.550238251686096191e-01,9.504516601562500000e+00,6.032957229763269424e-03,2.125815391540527344e+01
3.679505288600921631e-01,9.510462760925292969e+00,6.014866754412651062e-03,2.129673004150390625e+01
1.264594554901123047e+00,8.828258514404296875e+00,9.410031139850616455e-03,1.948182678222656250e+01
1.091884896159172058e-01,9.464540481567382812e+00,9.495884180068969727e-03,2.085725212097167969e+01
3.569525480270385742e-01,9.511232376098632812e+00,7.689017336815595627e-03,2.127478599548339844e+01
5.324883460998535156e-01,9.407412528991699219e+00,6.474031601101160049e-03,2.091360282897949219e+01
3.398665189743041992e-01,9.963224411010742188e+00,1.494265347719192505e-02,2.190993881225585938e+01
8.374209403991699219e-01,8.965499877929687500e+00,7.853148505091667175e-03,2.009478950500488281e+01
2.981951832771301270e-01,8.799017906188964844e+00,1.344766188412904739e-02,1.964177894592285156e+01
4.936681091785430908e-01,9.658027648925781250e+00,9.827844798564910889e-03,2.160270500183105469e+01
6.686931848526000977e-01,9.170984268188476562e+00,8.301236666738986969e-03,2.038990211486816406e+01
6.173235774040222168e-01,9.358657836914062500e+00,1.030810084193944931e-02,2.089747428894042969e+01
2.788005769252777100e-01,8.818789482116699219e+00,1.408145856112241745e-02,1.925784873962402344e+01
6.543368101119995117e-01,9.358222961425781250e+00,7.400073111057281494e-03,2.074084854125976562e+01
