4.308474361896514893e-01,5.372652053833007812e+00,2.583400905132293701e-01,1.054168033599853516e+01
3.218014538288116455e-01,3.972381353378295898e+00,4.047637879848480225e-01,6.252724170684814453e+00
3.271001875400543213e-01,5.031676292419433594e+00,3.666998744010925293e-01,8.976051330566406250e+00
2.570855915546417236e-01,5.994403839111328125e+00,2.183393090963363647e-01,1.205515003204345703e+01
2.404750734567642212e-01,3.599972486495971680e+00,3.131629824638366699e-01,7.958644390106201172e+00
2.214134931564331055e-01,3.646196603775024414e+00,2.525402307510375977e-01,9.456620216369628906e+00
1.881059557199478149e-01,4.113227844238281250e+00,2.155441641807556152e-01,1.079742336273193359e+01
1.954340189695358276e-01,3.363855838775634766e+00,2.270923703908920288e-01,9.576968193054199219e+00
1.745413243770599365e-01,4.600393772125244141e+00,1.732047796249389648e-01,1.125123500823974609e+01
5.697556734085083008e-01,4.026943683624267578e+00,5.397707223892211914e-01,7.779928207397460938e+00
5.845288634300231934e-01,3.885448932647705078e+00,4.538621306419372559e-01,9.565045356750488281e+00
2.556958496570587158e-01,4.836986064910888672e+00,2.264529615640640259e-01,1.051599121093750000e+01
5.430735945701599121e-01,3.634660720825195312e+00,4.620132446289062500e-01,6.610656261444091797e+00
6.023257374763488770e-01,4.377996444702148438e+00,4.359137415885925293e-01,8.314398765563964844e+00
7.659499645233154297e-01,5.782022953033447266e+00,4.189834594726562500e-01,1.205715465545654297e+01
6.828186511993408203e-01,5.463509082794189453e+00,3.934299349784851074e-01,1.200189876556396484e+01
5.215806961059570312e-01,3.170971870422363281e+00,2.620043754577636719e-01,8.797033309936523438e+00
5.947425961494445801e-01,2.827062368392944336e+00,4.591165184974670410e-01,6.673573017120361328e+00
5.395184159278869629e-01,2.074438571929931641e+00,3.645316958427429199e-01,5.534740924835205078e+00
5.147455930709838867e-01,5.497686386108398438e+00,2.461336553096771240e-01,1.028946113586425781e+01
