2.045254135131835938e+01,3.406982040405273438e+01,9.030373692512512207e-01,1.465972423553466797e+01
1.870804023742675781e+01,2.871167945861816406e+01,6.438526511192321777e-01,1.498252296447753906e+01
1.286944866180419922e+01,3.175736045837402344e+01,8.685670495033264160e-01,1.347240543365478516e+01
2.545265579223632812e+01,6.032391357421875000e+01,1.177171111106872559e+00,1.731227302551269531e+01
1.535898780822753906e+01,2.798029518127441406e+01,7.758795619010925293e-01,1.080340290069580078e+01
3.089867782592773438e+01,3.885723495483398438e+01,1.071130037307739258e+00,2.010015678405761719e+01
1.810895156860351562e+01,3.110159492492675781e+01,7.325419783592224121e-01,1.271459579467773438e+01
1.866728782653808594e+01,3.000485038757324219e+01,8.804439902305603027e-01,1.493675518035888672e+01
1.929786872863769531e+01,2.798091506958007812e+01,9.137455224990844727e-01,1.391690921783447266e+01
1.706009101867675781e+01,2.511898994445800781e+01,5.513975620269775391e-01,1.151996326446533203e+01
1.696641731262207031e+01,2.327773857116699219e+01,5.239175558090209961e-01,1.441363143920898438e+01
1.704047584533691406e+01,2.611728477478027344e+01,6.679318547248840332e-01,1.398570537567138672e+01
1.774009132385253906e+01,3.035022354125976562e+01,7.886180877685546875e-01,1.473478984832763672e+01
2.054195785522460938e+01,4.027151489257812500e+01,9.308934807777404785e-01,1.369585609436035156e+01
3.273857879638671875e+01,4.046777725219726562e+01,9.781917929649353027e-01,2.373355674743652344e+01
3.177643966674804688e+01,4.488666915893554688e+01,1.232446789741516113e+00,2.091730690002441406e+01
1.677521705627441406e+01,2.515140914916992188e+01,6.919366717338562012e-01,1.181726264953613281e+01
2.030789756774902344e+01,2.976682281494140625e+01,7.693685293197631836e-01,1.598119544982910156e+01
1.701593780517578125e+01,2.640967750549316406e+01,5.985711216926574707e-01,1.178855609893798828e+01
2.256516265869140625e+01,4.718431472778320312e+01,1.359757661819458008e+00,1.942765998840332031e+01
